,finalPrice,auctionId,estimate_low,estimate_high,title,displayName,url,startingBid,currentBid,numberOfBids,sold
10690,275000,1dbea453-4524-4737-9a8a-eed80844dce8,180000,250000,JONAS WOOD | STILL LIFE WITH POLLOCK POT,Jonas Wood,/en/buy/auction/2020/contemporary-art-day-auction/jonas-wood-still-life-with-pollock-pot,160000,220000,3,TRUE
10691,487500,1dbea453-4524-4737-9a8a-eed80844dce8,500000,700000,DANA SCHUTZ | HISTORICAL REENACTMENT WITH PLANTS,Dana Schutz,/en/buy/auction/2020/contemporary-art-day-auction/dana-schutz-historical-reenactment-with-plants,380000,390000,2,TRUE
10692,560000,1dbea453-4524-4737-9a8a-eed80844dce8,450000,650000,LAURA OWENS | UNTITLED,LAURA OWENS,/en/buy/auction/2020/contemporary-art-day-auction/laura-owens-untitled,380000,450000,4,TRUE
10693,2660000,1dbea453-4524-4737-9a8a-eed80844dce8,1800000,2800000,GEORGE CONDO | POPULATION OF FORMS,None,/en/buy/auction/2020/contemporary-art-day-auction/george-condo-population-of-forms,1650000,2200000,9,TRUE
10694,860000,1dbea453-4524-4737-9a8a-eed80844dce8,800000,1200000,JEAN-MICHEL BASQUIAT | UNTITLED (STUDY),Jean-Michel Basquiat,/en/buy/auction/2020/contemporary-art-day-auction/jean-michel-basquiat-untitled-study,650000,700000,2,TRUE
10695,400000,1dbea453-4524-4737-9a8a-eed80844dce8,400000,600000, KEITH HARING | UNTITLED,Keith Haring,/en/buy/auction/2020/contemporary-art-day-auction/keith-haring-untitled,320000,320000,1,FALSE
10696,680000,1dbea453-4524-4737-9a8a-eed80844dce8,700000,1000000,JEAN-MICHEL BASQUIAT | STANDING MAN,Jean-Michel Basquiat,/en/buy/auction/2020/contemporary-art-day-auction/jean-michel-basquiat-standing-man,550000,550000,1,FALSE
10697,2420000,1dbea453-4524-4737-9a8a-eed80844dce8,2000000,3000000,KEITH HARING | UNTITLED,Keith Haring,/en/buy/auction/2020/contemporary-art-day-auction/keith-haring-untitled-2,1800000,2000000,1,TRUE
10698,137500,1dbea453-4524-4737-9a8a-eed80844dce8,200000,300000,A. R. PENCK | OHNE TITLE (DREI VON VIELEN),A.R. Penck,/en/buy/auction/2020/contemporary-art-day-auction/a-r-penck-ohne-title-drei-von-vielen,110000,110000,1,FALSE
10699,,1dbea453-4524-4737-9a8a-eed80844dce8,300000,400000, KEITH HARING | UNTITLED (JANUARY 15 1981),Keith Haring,/en/buy/auction/2020/contemporary-art-day-auction/keith-haring-untitled-january-15-1981,280000,,0,FALSE
10700,400000,1dbea453-4524-4737-9a8a-eed80844dce8,400000,600000,GEORGE CONDO | RODRIGO AND TWO WOMEN,George Condo,/en/buy/auction/2020/contemporary-art-day-auction/george-condo-rodrigo-and-two-women,320000,320000,1,FALSE
10701,350000,1dbea453-4524-4737-9a8a-eed80844dce8,280000,350000,FERNANDO BOTERO | THE LOVERS,Fernando Botero,/en/buy/auction/2020/contemporary-art-day-auction/fernando-botero-the-lovers,250000,280000,3,TRUE
10702,596000,1dbea453-4524-4737-9a8a-eed80844dce8,600000,800000,"CECILY BROWN | HARD, FAST AND BEAUTIFUL",Cecily  Brown,/en/buy/auction/2020/contemporary-art-day-auction/cecily-brown-hard-fast-and-beautiful,480000,480000,1,FALSE
10703,400000,1dbea453-4524-4737-9a8a-eed80844dce8,350000,450000,ANDY WARHOL | BLACKGLAMA (JUDY GARLAND),Andy Warhol,/en/buy/auction/2020/contemporary-art-day-auction/andy-warhol-blackglama-judy-garland,280000,320000,3,FALSE
10704,500000,1dbea453-4524-4737-9a8a-eed80844dce8,450000,650000,ANDY WARHOL | DOLLAR SIGN,Andy Warhol,/en/buy/auction/2020/contemporary-art-day-auction/andy-warhol-dollar-sign,350000,400000,4,TRUE
10705,692000,1dbea453-4524-4737-9a8a-eed80844dce8,250000,350000,KEITH HARING | UNTITLED,Keith Haring,/en/buy/auction/2020/contemporary-art-day-auction/keith-haring-untitled-3,220000,560000,20,TRUE
10706,387500,1dbea453-4524-4737-9a8a-eed80844dce8,350000,450000,GLENN LIGON | FIGURE #60,Glenn Ligon,/en/buy/auction/2020/contemporary-art-day-auction/glenn-ligon-figure-60,280000,310000,3,TRUE
10707,212500,1dbea453-4524-4737-9a8a-eed80844dce8,180000,250000,YAYOI KUSAMA | PUMPKIN (TWEO),Yayoi  Kusama,/en/buy/auction/2020/contemporary-art-day-auction/yayoi-kusama-pumpkin-tweo,160000,170000,2,FALSE
10708,81250,1dbea453-4524-4737-9a8a-eed80844dce8,60000,80000,JONAS WOOD | TRIANGLE PLANT,Jonas Wood,/en/buy/auction/2020/contemporary-art-day-auction/jonas-wood-triangle-plant,48000,65000,5,TRUE
10709,275000,1dbea453-4524-4737-9a8a-eed80844dce8,300000,400000,CAROLL DUNHAM | FLOATING SHAPE,Carroll  Dunham,/en/buy/auction/2020/contemporary-art-day-auction/caroll-dunham-floating-shape,180000,220000,4,FALSE
10710,162500,1dbea453-4524-4737-9a8a-eed80844dce8,150000,200000,UGO RONDINONE | THE 10TH HOUR OF THE POEM,Ugo Rondinone ,/en/buy/auction/2020/contemporary-art-day-auction/ugo-rondinone-the-10th-hour-of-the-poem,110000,130000,3,FALSE
10711,175000,1dbea453-4524-4737-9a8a-eed80844dce8,180000,250000,BARBARA KRUGER | UNTITLED (CONNECT),Barbara  Kruger,/en/buy/auction/2020/contemporary-art-day-auction/barbara-kruger-untitled-connect,140000,140000,1,FALSE
10712,162500,1dbea453-4524-4737-9a8a-eed80844dce8,80000,120000,ERWIN WURM | FAT CAR,ERWIN WURM,/en/buy/auction/2020/contemporary-art-day-auction/erwin-wurm-fat-car,70000,130000,10,TRUE
10713,27500,1dbea453-4524-4737-9a8a-eed80844dce8,30000,40000,SANYA KANTAROVSKY | UNTITLED (YOU ARE NOT AN EVENING V),Sanya Kantarovsky,/en/buy/auction/2020/contemporary-art-day-auction/sanya-kantarovsky-untitled-you-are-not-an-evening,22000,22000,1,TRUE
10714,9375,1dbea453-4524-4737-9a8a-eed80844dce8,10000,15000,NICOLAS PARTY | NAKED WOMAN WITH BIRDS,Nicolas Party,/en/buy/auction/2020/contemporary-art-day-auction/nicolas-party-naked-woman-with-birds,7500,7500,1,FALSE
10715,27500,1dbea453-4524-4737-9a8a-eed80844dce8,30000,40000,GEORGE CONDO | PHOENICIAN BOY,George Condo,/en/buy/auction/2020/contemporary-art-day-auction/george-condo-phoenician-boy,22000,22000,1,FALSE
10716,400000,1dbea453-4524-4737-9a8a-eed80844dce8,350000,450000,FERNANDO BOTERO | BOY WITH A CIGARETTE ,Fernando Botero,/en/buy/auction/2020/contemporary-art-day-auction/fernando-botero-boy-with-a-cigarette,250000,320000,4,TRUE
10717,350000,1dbea453-4524-4737-9a8a-eed80844dce8,200000,300000,FERNANDO BOTERO | WOMAN WITH A CIGARETTE,Fernando Botero,/en/buy/auction/2020/contemporary-art-day-auction/fernando-botero-woman-with-a-cigarette,140000,280000,13,TRUE
10718,200000,1dbea453-4524-4737-9a8a-eed80844dce8,100000,150000,OLGA DE AMARAL | CESTA LUNAR 75,OLGA DE AMARAL,/en/buy/auction/2020/contemporary-art-day-auction/olga-de-amaral-cesta-lunar-75,85000,160000,10,TRUE
10719,608000,1dbea453-4524-4737-9a8a-eed80844dce8,250000,350000, BEATRIZ MILHAZES | A LUA, Beatriz Milhazes,/en/buy/auction/2020/contemporary-art-day-auction/beatriz-milhazes-a-lua,220000,490000,19,TRUE
10720,187500,1dbea453-4524-4737-9a8a-eed80844dce8,200000,250000,CARLOS CRUZ-DIEZ | PHYSICHROMIE 669,Carlos Cruz-Diez,/en/buy/auction/2020/contemporary-art-day-auction/carlos-cruz-diez-physichromie-669,150000,150000,1,TRUE
10721,225000,1dbea453-4524-4737-9a8a-eed80844dce8,180000,220000,MATHIAS GOERITZ | MENSAJE, MATHIAS GOERITZ,/en/buy/auction/2020/contemporary-art-day-auction/mathias-goeritz-mensaje,140000,180000,6,TRUE
10722,225000,1dbea453-4524-4737-9a8a-eed80844dce8,100000,150000,JAUME PLENSA | A T.S. ELIOT VII,JAUME PLENSA,/en/buy/auction/2020/contemporary-art-day-auction/jaume-plensa-a-t-s-eliot-vii,85000,180000,11,TRUE
10723,680000,1dbea453-4524-4737-9a8a-eed80844dce8,600000,800000,DAMIEN HIRST | HEXOSE DIPHOSPHATE,Damien Hirst ,/en/buy/auction/2020/contemporary-art-day-auction/damien-hirst-hexose-diphosphate,550000,550000,1,TRUE
10724,187500,1dbea453-4524-4737-9a8a-eed80844dce8,200000,300000,"ANDREAS GURSKY | EM ARENA II, AMSTERDAM ",Andreas Gursky,/en/buy/auction/2020/contemporary-art-day-auction/andreas-gursky-em-arena-ii-amsterdam,150000,150000,1,FALSE
10725,100000,1dbea453-4524-4737-9a8a-eed80844dce8,60000,80000,HARLAND MILLER | ONE WAY DONKEY RIDE TO HELL,HARLAND MILLER,/en/buy/auction/2020/contemporary-art-day-auction/harland-miller-one-way-donkey-ride-to-hell,38000,80000,11,TRUE
10726,93750,1dbea453-4524-4737-9a8a-eed80844dce8,80000,120000,RICHARD PRINCE | UNTITLED (CINDY & RICHARD OUTTAKE),Richard Prince,/en/buy/auction/2020/contemporary-art-day-auction/richard-prince-untitled-cindy-richard-outtake,65000,75000,2,TRUE
10727,18750,1dbea453-4524-4737-9a8a-eed80844dce8,18000,25000,"ELIZABETH PEYTON | PATI, NOVEMBER 2006",Elizabeth Peyton,/en/buy/auction/2020/contemporary-art-day-auction/elizabeth-peyton-pati-november-2006,15000,15000,1,FALSE
10728,400000,1dbea453-4524-4737-9a8a-eed80844dce8,200000,300000,JOHN BALDESSARI |NEARBY FATE (WITH HINGE),John Baldessari,/en/buy/auction/2020/contemporary-art-day-auction/john-baldessari-nearby-fate-with-hinge,170000,320000,11,TRUE
10729,250000,1dbea453-4524-4737-9a8a-eed80844dce8,250000,350000,CADY NOLAND | BAD WOMAN,Noland  Cady,/en/buy/auction/2020/contemporary-art-day-auction/cady-noland-bad-woman,190000,200000,2,TRUE
10730,387500,1dbea453-4524-4737-9a8a-eed80844dce8,200000,300000,CHARLES RAY | PLANK PIECE I-II   ,CHARLES RAY,/en/buy/auction/2020/contemporary-art-day-auction/charles-ray-plank-piece-i-ii,150000,310000,17,TRUE
10731,100000,1dbea453-4524-4737-9a8a-eed80844dce8,100000,150000,CHARLES RAY | UNTITLED,CHARLES RAY,/en/buy/auction/2020/contemporary-art-day-auction/charles-ray-untitled,75000,80000,2,TRUE
10732,150000,1dbea453-4524-4737-9a8a-eed80844dce8,150000,200000,"FELIX GONZALEZ-TORRES | ""UNTITLED"" (LEGAL SIZE WHITE)",None,/en/buy/auction/2020/contemporary-art-day-auction/felix-gonzalez-torres-untitled-legal-size-white,95000,120000,4,TRUE
10733,77500,1dbea453-4524-4737-9a8a-eed80844dce8,50000,70000,SHERRIE LEVINE | SMALL CHECK #10,Sherrie  Levine,/en/buy/auction/2020/contemporary-art-day-auction/sherrie-levine-small-check-10,42000,62000,9,TRUE
10734,97500,1dbea453-4524-4737-9a8a-eed80844dce8,50000,70000,SHERRIE LEVINE | SMALL CHECK #4,Sherrie  Levine,/en/buy/auction/2020/contemporary-art-day-auction/sherrie-levine-small-check-4,45000,78000,14,TRUE
10735,81250,1dbea453-4524-4737-9a8a-eed80844dce8,50000,70000,SHERRIE LEVINE | WHITE KNOT #3,Sherrie  Levine,/en/buy/auction/2020/contemporary-art-day-auction/sherrie-levine-white-knot-3,42000,65000,7,TRUE
10736,87500,1dbea453-4524-4737-9a8a-eed80844dce8,80000,120000,CARLOS CRUZ-DIEZ | PHYSICHROMIE 2565,Carlos Cruz-Diez,/en/buy/auction/2020/contemporary-art-day-auction/carlos-cruz-diez-physichromie-2565,70000,70000,1,FALSE
10737,287500,1dbea453-4524-4737-9a8a-eed80844dce8,200000,300000, JESÚS RAFAEL SOTO | BLANCO Y NEGRO INFERIOR,JESÚS RAFAEL SOTO,/en/buy/auction/2020/contemporary-art-day-auction/jesus-rafael-soto-blanco-y-negro-inferior,170000,230000,6,TRUE
10738,400000,1dbea453-4524-4737-9a8a-eed80844dce8,400000,600000,DAMIEN HIRST | WHAT'S YOUR PROBLEM?,Damien Hirst ,/en/buy/auction/2020/contemporary-art-day-auction/damien-hirst-whats-your-problem,320000,320000,1,FALSE
10739,475000,1dbea453-4524-4737-9a8a-eed80844dce8,500000,700000,URS FISCHER | FREE ADVICE IS USUALLY WORTH WHAT YOU PAID FOR IT.,Urs Fischer,/en/buy/auction/2020/contemporary-art-day-auction/urs-fischer-free-advice-is-usually-worth-what-you,320000,380000,3,FALSE
10740,150000,1dbea453-4524-4737-9a8a-eed80844dce8,200000,300000,URS FISCHER | NAIL DUO,Urs Fischer,/en/buy/auction/2020/contemporary-art-day-auction/urs-fischer-nail-duo,95000,120000,4,TRUE
10741,93750,1dbea453-4524-4737-9a8a-eed80844dce8,80000,120000,DAN COLEN | DOMINATRIX TONIGHT,Dan Colen,/en/buy/auction/2020/contemporary-art-day-auction/dan-colen-dominatrix-tonight,48000,75000,7,TRUE
10742,52500,1dbea453-4524-4737-9a8a-eed80844dce8,60000,80000,TAKASHI MURAKAMI | TARA,Takashi Murakami,/en/buy/auction/2020/contemporary-art-day-auction/takashi-murakami-tara,32000,42000,5,TRUE
10743,312500,1dbea453-4524-4737-9a8a-eed80844dce8,250000,350000,JUAN MUÑOZ | CONVERSATION PIECE II,JUAN MUÑOZ,/en/buy/auction/2020/contemporary-art-day-auction/juan-munoz-conversation-piece-ii,170000,250000,6,TRUE
10744,125000,1dbea453-4524-4737-9a8a-eed80844dce8,80000,120000, RONI HORN | ASPHERE III,Roni Horn,/en/buy/auction/2020/contemporary-art-day-auction/roni-horn-asphere-iii,28000,100000,20,TRUE
10745,20000,1dbea453-4524-4737-9a8a-eed80844dce8,10000,15000,ADAM FUSS | DETAILS OF LOVE,ADAM FUSS,/en/buy/auction/2020/contemporary-art-day-auction/adam-fuss-details-of-love,6500,16000,14,TRUE
10746,68750,1dbea453-4524-4737-9a8a-eed80844dce8,50000,70000,KIKI SMITH | BLACK MADONNA,KIKI SMITH,/en/buy/auction/2020/contemporary-art-day-auction/kiki-smith-black-madonna,25000,55000,5,TRUE
10747,35000,1dbea453-4524-4737-9a8a-eed80844dce8,20000,30000,RONI HORN | DOUBLES 2.15,Roni Horn,/en/buy/auction/2020/contemporary-art-day-auction/roni-horn-doubles-2-15,17000,28000,6,TRUE
10748,30000,1dbea453-4524-4737-9a8a-eed80844dce8,8000,12000,ANDY WARHOL | I. FRANCESCO CLEMENTE  II. JOSEPH BEUYS  [TWO WORKS],Andy Warhol,/en/buy/auction/2020/contemporary-art-day-auction/andy-warhol-i-francesco-clemente-ii-joseph-beuys,7000,24000,19,TRUE
10749,9375,1dbea453-4524-4737-9a8a-eed80844dce8,15000,25000,LUCAS SAMARAS | PANORAMA 2/20/83,Lucas  Samaras,/en/buy/auction/2020/contemporary-art-day-auction/lucas-samaras-panorama-2-20-83,7500,7500,1,FALSE
10750,52500,1dbea453-4524-4737-9a8a-eed80844dce8,20000,30000,ROBERT MAPPLETHORPE | LOUISE BOURGEOIS,Robert Mapplethorpe,/en/buy/auction/2020/contemporary-art-day-auction/robert-mapplethorpe-louise-bourgeois,17000,42000,12,TRUE
10751,68750,1dbea453-4524-4737-9a8a-eed80844dce8,25000,35000,ANN HAMILTON | UNTITLED (FROM THE BODY OBJECT SERIES),ANN HAMILTON,/en/buy/auction/2020/contemporary-art-day-auction/ann-hamilton-untitled-from-the-body-object-series,22000,55000,14,TRUE
10752,3500,1dbea453-4524-4737-9a8a-eed80844dce8,6000,9000,JOHN COPLANS | PEPPERS (TWO WOMEN),JOHN COPLANS,/en/buy/auction/2020/contemporary-art-day-auction/john-coplans-peppers-two-women,1900,2800,5,TRUE
10753,3500,1dbea453-4524-4737-9a8a-eed80844dce8,6000,9000,JOHN COPLANS | DOUBLE SELF PORTRAIT IV,JOHN COPLANS,/en/buy/auction/2020/contemporary-art-day-auction/john-coplans-double-self-portrait-iv,1900,2800,5,TRUE
10754,25000,1dbea453-4524-4737-9a8a-eed80844dce8,12000,18000,SHIRIN NESHAT | UNTITLED (FROM RAPTURE),SHIRIN NESHAT,/en/buy/auction/2020/contemporary-art-day-auction/shirin-neshat-untitled-from-rapture,8500,20000,14,TRUE
10755,43750,1dbea453-4524-4737-9a8a-eed80844dce8,40000,60000,FRANCESCO VEZZOLI | CRYING PORTRAIT OF WILHELMINA AS A RENAISSANCE MADONNA WITH HOLY CHILD (AFTER LEONARDO),FRANCESCO VEZZOLI,/en/buy/auction/2020/contemporary-art-day-auction/francesco-vezzoli-crying-portrait-of-wilhelmina-as,35000,35000,1,TRUE
10756,162500,1dbea453-4524-4737-9a8a-eed80844dce8,80000,120000,OLGA DE AMARAL | FLORES AMARILLAS,OLGA DE AMARAL,/en/buy/auction/2020/contemporary-art-day-auction/olga-de-amaral-flores-amarillas,70000,130000,7,TRUE
10757,200000,1dbea453-4524-4737-9a8a-eed80844dce8,60000,80000,SUSAN ROTHENBERG | HEADSCAPE,SUSAN ROTHENBERG,/en/buy/auction/2020/contemporary-art-day-auction/susan-rothenberg-headscape,48000,160000,18,TRUE
10758,50000,1dbea453-4524-4737-9a8a-eed80844dce8,15000,20000,SUSAN ROTHENBERG | DEER IN THE MIRROR,SUSAN ROTHENBERG,/en/buy/auction/2020/contemporary-art-day-auction/susan-rothenberg-deer-in-the-mirror,13000,40000,17,TRUE
10759,31250,1dbea453-4524-4737-9a8a-eed80844dce8,30000,40000,"JORGE EDUARDO EIELSON | QUIPUS 20B, CODICE SUL VOLO DEGIL UCCELLI E SUGLI ANNODAMENTI DI LEONARDO ",JORGE EDUARDO EIELSON,/en/buy/auction/2020/contemporary-art-day-auction/jorge-eduardo-eielson-quipus-20b-codice-sul-volo,22000,25000,2,TRUE
10760,56250,1dbea453-4524-4737-9a8a-eed80844dce8,60000,80000,JOHN WESLEY | GRAND CONCOURSE APARTMENT: BRONX AIR RACES: 1935,John Wesley,/en/buy/auction/2020/contemporary-art-day-auction/john-wesley-grand-concourse-apartment-bronx-air,42000,45000,2,TRUE
10761,22500,1dbea453-4524-4737-9a8a-eed80844dce8,20000,30000,JOHN WESLEY | UNTITLED (MICKEY & MINNIE),John Wesley,/en/buy/auction/2020/contemporary-art-day-auction/john-wesley-untitled-mickey-minnie,17000,18000,6,TRUE
10762,137500,1dbea453-4524-4737-9a8a-eed80844dce8,80000,120000,JIM DINE | COWBOY CHRISTMAS,JIM DINE ,/en/buy/auction/2020/contemporary-art-day-auction/jim-dine-cowboy-christmas,60000,110000,6,TRUE
10763,62500,1dbea453-4524-4737-9a8a-eed80844dce8,60000,80000,MEL RAMOS | CHIQUITA BANANA,Mel Ramos,/en/buy/auction/2020/contemporary-art-day-auction/mel-ramos-chiquita-banana,48000,50000,1,TRUE
10764,13750,1dbea453-4524-4737-9a8a-eed80844dce8,12000,18000,DAVID LACHAPELLE | LEONARDO DICAPRIO: UNSPOILED,David LaChapelle,/en/buy/auction/2020/contemporary-art-day-auction/david-lachapelle-leonardo-dicaprio-unspoiled,11000,11000,1,FALSE
10765,25000,1dbea453-4524-4737-9a8a-eed80844dce8,30000,40000,JOSH SMITH | RED,Josh Smith,/en/buy/auction/2020/contemporary-art-day-auction/josh-smith-red,19000,20000,2,TRUE
10766,40000,1dbea453-4524-4737-9a8a-eed80844dce8,40000,60000,ANTONIO SEGUÍ | UNTITLED,ANTONIO SEGUÍ,/en/buy/auction/2020/contemporary-art-day-auction/antonio-segui-untitled,32000,32000,1,FALSE
10767,81250,1dbea453-4524-4737-9a8a-eed80844dce8,30000,50000,FERNANDO BOTERO | YOUNG GIRL,Fernando Botero,/en/buy/auction/2020/contemporary-art-day-auction/fernando-botero-young-girl,28000,65000,11,TRUE
10768,75000,1dbea453-4524-4737-9a8a-eed80844dce8,70000,90000,FRANCISCO CORZAS | RETRATO DE LILY KASSNER,FRANCISCO CORZAS,/en/buy/auction/2020/contemporary-art-day-auction/francisco-corzas-retrato-de-lily-kassner,55000,60000,3,TRUE
10769,2500,1dbea453-4524-4737-9a8a-eed80844dce8,2000,3000, GENIEVE FIGGIS | ADAM AND EVE,Genieve Figgis,/en/buy/auction/2020/contemporary-art-day-auction/genieve-figgis-adam-and-eve,1700,2000,4,TRUE
10770,7500,1dbea453-4524-4737-9a8a-eed80844dce8,6000,8000,RUSSELL YOUNG | ELVIS PRESLEY,RUSSELL YOUNG,/en/buy/auction/2020/contemporary-art-day-auction/russell-young-elvis-presley,5500,6000,2,TRUE
10771,6250,39e08581-d2b9-41cd-903e-9c787d0e3552,5000,7000,"NICOLAS PARTY | STILL LIFE, CIRCA 2010",Nicolas Party,/en/buy/auction/2020/swiss-made-unlocked/nicolas-party-still-life-circa-2010,4500,5000,1,TRUE
10772,18750,39e08581-d2b9-41cd-903e-9c787d0e3552,7000,10000,"NICOLAS PARTY | STILL LIFE, CIRCA 2008",Nicolas Party,/en/buy/auction/2020/swiss-made-unlocked/nicolas-party-still-life-circa-2008,6000,15000,15,TRUE
10773,32500,39e08581-d2b9-41cd-903e-9c787d0e3552,5000,7000,"NICOLAS PARTY | STUDY OF TREES, 2008",Nicolas Party,/en/buy/auction/2020/swiss-made-unlocked/nicolas-party-study-of-trees-2008,4500,26000,28,TRUE
10774,30000,39e08581-d2b9-41cd-903e-9c787d0e3552,20000,30000,"RÉMY ZAUGG | SCHAU, ICH BIN BLIND, SCHAU, 1997",RÉMY ZAUGG,/en/buy/auction/2020/swiss-made-unlocked/remy-zaugg-schau-ich-bin-blind-schau-1997,18000,24000,5,TRUE
10775,150000,39e08581-d2b9-41cd-903e-9c787d0e3552,60000,80000,"ERWIN WURM | FAT CAR, 2001-04",ERWIN WURM,/en/buy/auction/2020/swiss-made-unlocked/erwin-wurm-fat-car-2001-04,50000,120000,15,TRUE
10776,40000,39e08581-d2b9-41cd-903e-9c787d0e3552,30000,40000,"VERENA LOEWENSBERG | UNTITLED, 1976",VERENA LOEWENSBERG,/en/buy/auction/2020/swiss-made-unlocked/verena-loewensberg-untitled-1976,26000,32000,2,TRUE
10777,30000,39e08581-d2b9-41cd-903e-9c787d0e3552,2000,3000,"FRED SANDBACK | UNTITLED, 1987",FRED SANDBACK,/en/buy/auction/2020/swiss-made-unlocked/fred-sandback-untitled-1987,1800,24000,37,TRUE
10778,,39e08581-d2b9-41cd-903e-9c787d0e3552,40000,60000,"VICTOR VASARELY | BUG III, 1956",VICTOR VASARELY,/en/buy/auction/2020/swiss-made-unlocked/victor-vasarely-bug-iii-1956,35000,,0,FALSE
10779,137500,39e08581-d2b9-41cd-903e-9c787d0e3552,70000,90000,"SERGE POLIAKOFF | COMPOSITION AUX FORMES BLANCHES, 1959 ",SERGE POLIAKOFF,/en/buy/auction/2020/swiss-made-unlocked/serge-poliakoff-composition-aux-formes-blanches,55000,110000,11,TRUE
10780,,39e08581-d2b9-41cd-903e-9c787d0e3552,35000,45000,"OTTO PIENE | SPANISH SAHARA, 1975",OTTO PIENE,/en/buy/auction/2020/swiss-made-unlocked/otto-piene-spanish-sahara-1975,30000,,0,FALSE
10781,12500,39e08581-d2b9-41cd-903e-9c787d0e3552,10000,15000,AUGUSTO GIACOMETTI | FARBABSTRAKT,Augusto Giacometti,/en/buy/auction/2020/swiss-made-unlocked/augusto-giacometti-farbabstrakt,9000,10000,3,TRUE
10782,,39e08581-d2b9-41cd-903e-9c787d0e3552,8000,12000,AUGUSTO GIACOMETTI | FARBSTUDIE MIT NEUN FELDERN,Augusto Giacometti,/en/buy/auction/2020/swiss-made-unlocked/augusto-giacometti-farbstudie-mit-neun-feldern,7000,,0,FALSE
10783,3500,39e08581-d2b9-41cd-903e-9c787d0e3552,2000,3000,"SYLVIE FLEURY | CUDDLY PAINTING, 1991",SYLVIE FLEURY,/en/buy/auction/2020/swiss-made-unlocked/sylvie-fleury-cuddly-painting-1991,1600,2800,11,TRUE
10784,6875,39e08581-d2b9-41cd-903e-9c787d0e3552,5000,7000,JEAN TINGUELY & EVA AEPPLI | UNTITLED,JEAN TINGUELY & EVA AEPPLI,/en/buy/auction/2020/swiss-made-unlocked/jean-tinguely-eva-aeppli-untitled,4200,5500,5,TRUE
10785,,39e08581-d2b9-41cd-903e-9c787d0e3552,6000,8000,ATTRIBUTED TO ARTHUR WILLIAM SIMPSON | MAHOGANY LOW CHAIR,ATTRIBUTED TO ARTHUR WILLIAM SIMPSON,/en/buy/auction/2020/swiss-made-unlocked/attributed-to-arthur-william-simpson-mahogany-low,4500,,0,FALSE
10786,5000,39e08581-d2b9-41cd-903e-9c787d0e3552,2500,3500,"TUTSI BASKETS, RWANDA |  GROUP OF FIVE TUTSI BASKETS, RWANDA/BURUNDI",None,/en/buy/auction/2020/swiss-made-unlocked/tutsi-baskets-rwanda-group-of-five-tutsi-baskets,2000,4000,10,TRUE
10787,,39e08581-d2b9-41cd-903e-9c787d0e3552,18000,24000,"TIGONG TRUMPET, CAMEROON",None,/en/buy/auction/2020/swiss-made-unlocked/tigong-trumpet-cameroon,16000,,0,FALSE
10788,5000,39e08581-d2b9-41cd-903e-9c787d0e3552,4000,6000,"BAMANA MASK, MALI",None,/en/buy/auction/2020/swiss-made-unlocked/bamana-mask-mali,3500,4000,1,TRUE
10789,8125,39e08581-d2b9-41cd-903e-9c787d0e3552,6000,8000,IBOU DIOUF | LE MORAN MAASAI,IBOU DIOUF,/en/buy/auction/2020/swiss-made-unlocked/ibou-diouf-composition-le-morau,5000,6500,4,TRUE
10790,,39e08581-d2b9-41cd-903e-9c787d0e3552,3000,5000,"DJENNE TERRACOTTA HEAD, MALI",None,/en/buy/auction/2020/swiss-made-unlocked/djenne-terracotta-head-mali,2600,,0,FALSE
10791,187500,39e08581-d2b9-41cd-903e-9c787d0e3552,150000,200000,LOUIS SOUTTER | AURORE BORÉALE,LOUIS SOUTTER,/en/buy/auction/2020/swiss-made-unlocked/louis-soutter-aurore-boreale,110000,150000,5,TRUE
10792,112500,39e08581-d2b9-41cd-903e-9c787d0e3552,100000,150000,"HANS JOSEPHSOHN  |  UNTITLED, 1987",HANS JOSEPHSOHN,/en/buy/auction/2020/swiss-made-unlocked/hans-josephsohn-untitled-1987,80000,90000,3,TRUE
10793,15000,39e08581-d2b9-41cd-903e-9c787d0e3552,5000,7000,"DANIEL RICHTER | UNTITLED, 2007",DANIEL RICHTER,/en/buy/auction/2020/swiss-made-unlocked/daniel-richter-untitled-2007,4500,12000,11,TRUE
10794,32500,39e08581-d2b9-41cd-903e-9c787d0e3552,18000,24000,"GEORG BASELITZ  |  UNTITLED (BALLSPIELER), 1981",Georg Baselitz,/en/buy/auction/2020/swiss-made-unlocked/georg-baselitz-untitled-ballspieler-1981,15000,26000,6,TRUE
10795,60000,39e08581-d2b9-41cd-903e-9c787d0e3552,45000,65000,"THOMAS STRUTH  |  PARADISE 7, DAINTREE, AUSTRALIA, 1998",THOMAS STRUTH,/en/buy/auction/2020/swiss-made-unlocked/thomas-struth-paradise-7-daintree-australia-1998,40000,48000,4,TRUE
10796,15000,39e08581-d2b9-41cd-903e-9c787d0e3552,12000,18000,AUGUSTO GIACOMETTI  |  ABSTRACTION,Augusto Giacometti,/en/buy/auction/2020/swiss-made-unlocked/augusto-giacometti-abstraction,10000,12000,1,TRUE
10797,8125,39e08581-d2b9-41cd-903e-9c787d0e3552,6000,8000,"GOTTARDO SEGANTINI  |  BERGSEE, 1938",GOTTARDO SEGANTINI,/en/buy/auction/2020/swiss-made-unlocked/gottardo-segantini-bergsee-1938,5000,6500,4,TRUE
